OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
COSMOS 2251 DEB,1993-036CZ,2026-08-03T17:34:15.233664,14.19656241,.01250904,73.7660,91.6177,228.1431,189.5631,0,U,33896,999,90060,.2777096E-3,.607E-5,0
COSMOS 2251 DEB,1993-036DC,2026-08-03T09:18:31.648320,14.62865966,.00565613,74.0546,358.7837,359.9874,29.9032,0,U,33899,999,92254,.44699227E-3,.2306E-4,0
COSMOS 2251 DEB,1993-036DD,2026-08-03T12:06:19.278720,14.59209978,.00479985,74.0172,274.1249,4.6008,58.8368,0,U,33900,999,92445,.21680621E-3,.1008E-4,0
COSMOS 2251 DEB,1993-036DJ,2026-08-03T07:53:19.063104,14.36146997,.00548511,73.8840,244.0073,82.5371,291.3469,0,U,33905,999,91040,.31711578E-3,.913E-5,0
COSMOS 2251 DEB,1993-036DK,2026-08-03T08:08:19.904064,14.60414522,.00348711,74.0263,236.2095,221.3036,151.4686,0,U,33906,999,91415,.86977185E-3,.422E-4,0
COSMOS 2251 DEB,1993-036DL,2026-08-03T06:46:49.701216,14.33094793,.01155525,74.0696,328.4268,328.3772,58.1287,0,U,33907,999,89923,.11858643E-2,.3477E-4,0
COSMOS 2251 DEB,1993-036DM,2026-08-03T05:10:25.486464,14.08970777,.02168408,73.8364,150.8142,132.6537,229.3105,0,U,33908,999,88760,.12445275E-2,.2653E-4,0
COSMOS 2251 DEB,1993-036DQ,2026-08-03T17:15:52.467264,14.80491463,.00099953,74.0885,63.9249,290.6522,188.8035,0,U,33911,999,92101,.11434115E-2,.8737E-4,0
COSMOS 2251 DEB,1993-036DR,2026-08-03T22:43:54.457248,14.53191494,.00106686,74.0337,107.9993,136.8322,236.0055,0,U,33912,999,91834,.44442638E-3,.1815E-4,0
COSMOS 2251 DEB,1993-036DS,2026-08-03T23:17:48.632064,14.49323697,.00471038,74.0333,104.4532,150.4352,222.4498,0,U,33913,999,91850,.28521199E-3,.1076E-4,0
COSMOS 2251 DEB,1993-036DT,2026-08-03T20:09:53.189280,13.72261672,.03036936,74.0914,349.1606,37.5448,77.3772,0,U,33914,999,87292,.190424E-3,.221E-5,0
COSMOS 2251 DEB,1993-036DU,2026-08-03T18:08:50.972064,14.35664703,.01063249,74.0442,324.9913,359.3585,162.2465,0,U,33915,999,91115,.20961086E-3,.618E-5,0
COSMOS 2251 DEB,1993-036DV,2026-08-03T20:27:18.181728,13.68801096,.0323947,74.0518,15.8629,135.7464,300.0271,0,U,33916,999,87094,.28770074E-3,.338E-5,0
COSMOS 2251 DEB,1993-036DW,2026-08-03T22:43:27.365664,13.69933660,.03335974,74.1047,98.1476,143.7626,218.6601,0,U,33917,999,86940,.39244678E-3,.49E-5,0
COSMOS 2251 DEB,1993-036DZ,2026-08-03T06:33:16.541568,14.61460440,.00318334,74.0578,213.3548,169.8548,190.3268,0,U,33920,999,91523,.93062128E-3,.4617E-4,0
COSMOS 2251 DEB,1993-036EB,2026-08-03T15:50:29.503680,14.50175227,.0022163,74.0457,68.8780,121.3039,296.4150,0,U,33922,999,91968,.2268113E-3,.857E-5,0
