OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
JASON-3,2016-002A,2026-08-13T04:01:36.128064,12.87625883,.0008176,66.0437,6.0368,268.0489,91.9593,0,U,41240,999,49458,.97289E-5,-.6E-6,0
SENTINEL-3A,2016-011A,2026-08-13T03:53:15.865152,14.26737028,.0001062,98.6211,291.7159,88.0860,272.0442,0,U,41335,999,54618,.30587E-4,.3E-6,0
ZIYUAN 3-02 (ZY 3-02),2016-033A,2026-08-13T05:11:59.316864,15.21343530,.0014539,97.3808,299.8840,94.2549,266.0349,0,U,41556,999,56665,.11721E-3,.2563E-4,0
CARTOSAT-2C,2016-040A,2026-08-13T03:57:20.573280,15.19212608,.0007908,97.4448,284.3443,299.4623,60.5822,0,U,41599,999,56236,.91692E-4,.1863E-4,0
SKYSAT-C1,2016-040C,2026-08-13T01:28:58.639584,15.37153196,.0003362,96.9541,253.7238,138.2030,221.9473,0,U,41601,999,56660,.1174E-3,.4195E-4,0
LAPAN-A3,2016-040E,2026-08-13T05:31:44.607360,15.33425310,.0010625,97.1534,219.5266,160.3189,199.8466,0,U,41603,999,56355,.52457E-4,.1622E-4,0
GAOFEN-3,2016-049A,2026-08-13T04:22:01.511616,14.42221503,.0001473,98.4030,232.1124,66.9893,293.1452,0,U,41727,999,52686,-.11362E-5,-.47E-6,0
SKYSAT-C4,2016-058B,2026-08-13T00:50:31.123680,15.50238029,.0003663,96.9154,244.4889,81.1338,279.0329,0,U,41771,999,55427,.15442E-3,.864E-4,0
SKYSAT-C5,2016-058C,2026-08-13T01:05:49.330176,15.34048955,.0004313,97.0437,263.1070,99.5825,260.5906,0,U,41772,999,55246,.1046E-3,.3373E-4,0
SKYSAT-C2,2016-058D,2026-08-13T00:23:05.512128,15.43237775,.0003209,97.0158,245.0152,158.8565,201.2817,0,U,41773,999,55381,.13524E-3,.5926E-4,0
SKYSAT-C3,2016-058E,2026-08-13T01:50:47.330880,15.54836508,.0003465,96.8977,253.8178,101.7607,258.4037,0,U,41774,999,55494,.19939E-3,.13202E-3,0
ALSAT-1B,2016-059C,2026-08-13T04:37:29.857152,14.72313222,.0010513,97.7769,231.5014,48.7525,311.4587,0,U,41785,999,52896,.63367E-4,.354E-5,0
PATHFINDER 1,2016-059E,2026-08-12T23:52:24.432672,14.67723471,.0029113,97.8201,221.7165,27.9596,332.3166,0,U,41787,999,52804,.50337E-4,.242E-5,0
SCATSAT 1,2016-059H,2026-08-13T03:44:06.322272,14.79649373,.0055707,98.1150,289.4994,65.2073,295.4919,0,U,41790,999,11001,.72577E-4,.502E-5,0
GOKTURK 1A,2016-073A,2026-08-13T05:24:47.987424,14.62778670,.0001457,98.1594,118.9894,92.4474,267.6895,0,U,41875,999,51716,.31632E-4,.114E-5,0
RESOURCESAT-2A,2016-074A,2026-08-13T03:37:17.836896,14.21614701,.000099,98.7506,298.1800,277.7813,82.3252,0,U,41877,999,50239,-.36055E-4,-.123E-5,0
CARTOSAT-2D,2017-008A,2026-08-12T14:28:54.058944,15.19256822,.00059182,97.4075,282.8412,57.2095,302.9709,0,U,41948,999,52614,.85410457E-4,.1733E-4,0
SENTINEL-2B,2017-013A,2026-08-12T15:23:07.341216,14.30821817,.00012557,98.5671,298.6100,89.6223,270.5103,0,U,42063,999,49271,.61163024E-4,.117E-5,0
CARTOSAT-2E,2017-036C,2026-08-13T03:33:28.456992,15.19202927,.0004526,97.4241,283.9969,105.4062,254.7673,0,U,42767,999,50679,.82473E-4,.1668E-4,0
FORMOSAT-5,2017-049A,2026-08-13T03:42:19.080000,14.50899767,.0010164,98.2224,299.1899,267.6075,92.3957,0,U,42920,999,47493,.16015E-4,.2E-6,0
